Season,Lg,ORtg,DRtg,Playoffs,id,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,NBA,108.9,109.5,Yes,160,BRK,35.0,37.0,4.0,26.3,6-6,220.0,72.0,242.8,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,6.4,4.5,15.3,21.0,111.8
2018-19,NBA,109.6,109.7,Yes,161,BRK,42.0,40.0,4.0,25.4,6-6,216.0,82.0,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19.0,25.5,0.745,11.0,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2
2017-18,NBA,106.9,110.6,No,162,BRK,28.0,54.0,5.0,25.1,6-7,218.0,82.0,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6
2016-17,NBA,104.1,110.7,No,163,BRK,20.0,62.0,5.0,26.0,6-7,224.0,82.0,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8
2015-16,NBA,103.2,110.9,No,164,BRK,21.0,61.0,4.0,26.9,6-6,220.0,82.0,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6
2014-15,NBA,104.4,107.4,Yes,165,BRK,38.0,44.0,3.0,28.6,6-7,224.0,82.0,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0
2013-14,NBA,106.7,107.7,Yes,166,BRK,44.0,38.0,2.0,30.0,6-7,219.0,82.0,242.4,35.7,77.9,0.459,8.6,23.4,0.369,27.1,54.5,0.497,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5
2012-13,NBA,108.2,106.2,Yes,167,BRK,49.0,33.0,2.0,28.6,6-7,223.0,82.0,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9
2011-12,NBA,102.9,109.6,No,168,NJN,22.0,44.0,5.0,26.1,6-6,219.0,66.0,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1
2010-11,NBA,103.1,109.9,No,169,NJN,24.0,58.0,4.0,24.8,6-7,218.0,82.0,244.0,35.6,81.0,0.44,5.6,16.3,0.343,30.0,64.6,0.464,17.4,22.9,0.759,11.1,29.8,40.8,21.0,5.6,4.7,14.0,22.0,94.2
2009-10,NBA,100.6,110.5,No,170,NJN,12.0,70.0,5.0,24.8,6-7,217.0,82.0,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.454,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7.0,4.8,14.4,20.0,92.4
2008-09,NBA,108.3,111.0,No,171,NJN,34.0,48.0,3.0,25.7,6-7,219.0,82.0,241.8,35.7,79.7,0.448,8.0,21.2,0.376,27.7,58.5,0.473,18.8,24.1,0.779,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,98.1
2007-08,NBA,104.0,109.4,No,172,NJN,34.0,48.0,4.0,27.4,6-7,222.0,82.0,241.8,34.8,78.7,0.443,6.1,17.4,0.348,28.8,61.2,0.47,20.1,27.3,0.736,11.1,30.7,41.9,23.5,6.4,4.8,15.0,22.6,95.8
2006-07,NBA,105.7,106.6,Yes,173,NJN,41.0,41.0,2.0,28.2,6-7,219.0,82.0,242.4,35.5,77.8,0.457,7.4,20.4,0.363,28.1,57.4,0.49,19.1,26.3,0.727,10.0,30.8,40.8,23.9,6.1,3.3,14.8,22.8,97.6
2005-06,NBA,103.9,102.4,Yes,174,NJN,49.0,33.0,1.0,28.6,6-7,222.0,82.0,241.2,33.9,77.0,0.44,5.8,17.6,0.33,28.1,59.4,0.472,20.2,26.7,0.758,10.0,31.0,41.0,23.0,6.8,3.4,13.6,23.2,93.8
2004-05,NBA,101.4,103.1,Yes,175,NJN,42.0,40.0,3.0,27.8,6-6,219.0,82.0,242.7,33.6,78.3,0.429,5.3,14.7,0.362,28.3,63.6,0.444,19.0,24.9,0.763,10.4,29.1,39.5,21.6,7.9,3.8,14.2,24.2,91.4
2003-04,NBA,100.8,98.0,Yes,176,NJN,47.0,35.0,1.0,27.7,6-7,216.0,82.0,240.3,34.3,77.7,0.441,4.6,13.7,0.336,29.7,64.0,0.464,17.0,22.6,0.753,10.5,30.2,40.7,24.5,8.6,3.9,14.7,21.0,90.3
2002-03,NBA,103.8,98.1,Yes,177,NJN,49.0,33.0,1.0,27.3,6-7,217.0,82.0,240.9,35.4,80.3,0.441,4.2,12.7,0.332,31.2,67.6,0.462,20.3,26.8,0.757,12.1,30.8,42.9,23.0,8.7,4.6,14.8,21.6,95.4
2001-02,NBA,104.0,99.5,Yes,178,NJN,52.0,30.0,1.0,26.1,6-7,218.0,82.0,241.8,37.1,83.1,0.446,4.9,14.6,0.338,32.2,68.6,0.469,17.1,23.3,0.735,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.1,96.2
2000-01,NBA,100.0,105.5,No,179,NJN,26.0,56.0,6.0,27.5,6-6,209.0,82.0,240.6,33.9,79.9,0.425,4.4,13.2,0.333,29.5,66.7,0.443,19.9,26.2,0.759,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2,92.1
1999-00,NBA,105.1,106.3,No,180,NJN,31.0,51.0,6.0,27.3,6-6,206.0,82.0,241.8,36.3,83.9,0.433,5.8,16.8,0.347,30.5,67.2,0.454,19.5,24.9,0.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98.0
1998-99,NBA,99.5,103.6,No,181,NJN,16.0,34.0,7.0,26.0,6-6,207.0,50.0,241.0,33.8,83.2,0.406,4.5,13.6,0.331,29.3,69.6,0.421,19.2,25.0,0.769,14.3,28.7,43.0,18.5,9.8,5.5,15.0,22.7,91.4
1997-98,NBA,108.3,106.6,Yes,182,NJN,43.0,39.0,3.0,27.8,6-6,204.0,82.0,242.4,37.3,84.5,0.441,3.8,11.4,0.331,33.5,73.1,0.458,21.3,28.7,0.744,16.4,26.1,42.5,20.5,9.5,3.8,14.4,23.4,99.6
1996-97,NBA,104.7,109.7,No,183,NJN,26.0,56.0,5.0,26.8,6-7,209.0,82.0,241.2,36.5,86.5,0.422,5.9,16.7,0.353,30.6,69.8,0.439,18.3,24.8,0.74,17.2,29.0,46.2,21.0,8.3,5.9,15.7,22.7,97.2
1995-96,NBA,101.9,106.5,No,184,NJN,30.0,52.0,6.0,27.4,6-8,215.0,82.0,242.7,35.1,82.3,0.427,3.0,9.1,0.335,32.1,73.2,0.438,20.4,27.4,0.745,16.5,30.5,47.0,21.4,7.6,7.0,16.8,22.9,93.7
1994-95,NBA,105.2,108.6,No,185,NJN,30.0,52.0,5.0,27.5,6-7,213.0,82.0,242.4,35.8,82.2,0.436,5.0,15.8,0.319,30.8,66.4,0.464,21.3,28.1,0.759,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5,98.1
1993-94,NBA,107.2,104.9,Yes,186,NJN,45.0,37.0,3.0,26.6,6-6,211.0,82.0,241.8,38.6,86.8,0.445,2.7,8.3,0.327,35.9,78.4,0.458,23.2,30.4,0.762,15.9,31.2,47.0,23.2,8.5,7.0,14.6,20.6,103.2
1992-93,NBA,106.5,105.2,Yes,187,NJN,43.0,39.0,3.0,27.3,6-7,211.0,82.0,241.2,39.9,86.4,0.462,1.9,6.0,0.318,38.0,80.4,0.473,21.1,27.5,0.767,15.7,30.6,46.3,22.8,8.5,6.4,16.5,23.1,102.8
1991-92,NBA,107.0,108.7,Yes,188,NJN,40.0,42.0,3.0,25.6,6-7,210.0,82.0,241.2,42.4,92.4,0.458,2.7,8.2,0.334,39.6,84.3,0.47,17.9,24.5,0.732,18.4,29.2,47.6,23.6,9.0,7.5,17.0,22.4,105.4
1990-91,NBA,102.9,107.4,No,189,NJN,26.0,56.0,5.0,26.2,6-7,210.0,82.0,241.8,40.4,91.0,0.444,2.0,7.1,0.275,38.4,83.8,0.458,20.2,27.4,0.739,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9
1989-90,NBA,100.7,108.6,No,190,NJN,17.0,65.0,6.0,26.6,6-7,209.0,82.0,240.3,38.5,90.4,0.426,1.7,6.2,0.277,36.8,84.3,0.437,21.4,28.7,0.746,16.6,28.3,45.0,18.0,9.4,5.9,16.6,23.8,100.1
1988-89,NBA,103.0,109.3,No,191,NJN,26.0,56.0,5.0,26.8,6-6,203.0,82.0,241.5,40.6,88.1,0.461,2.3,6.9,0.329,38.4,81.2,0.473,20.2,27.6,0.731,14.7,29.5,44.2,21.9,9.4,5.3,17.7,24.0,103.7
1987-88,NBA,101.4,109.6,No,192,NJN,19.0,63.0,5.0,26.7,6-6,207.0,82.0,241.2,39.1,83.6,0.468,1.7,5.5,0.301,37.5,78.1,0.48,20.5,28.1,0.729,13.1,27.6,40.7,21.9,8.9,4.7,18.3,24.9,100.4
1986-87,NBA,105.6,110.5,No,193,NJN,24.0,58.0,4.0,26.2,6-7,209.0,82.0,242.1,41.1,86.4,0.476,1.8,5.5,0.323,39.4,80.9,0.487,24.4,31.8,0.767,14.3,29.4,43.6,24.3,7.8,4.8,19.7,28.7,108.5
1985-86,NBA,105.0,106.9,Yes,194,NJN,39.0,43.0,4.0,27.5,6-6,206.0,82.0,241.5,43.3,89.0,0.486,0.5,2.6,0.201,42.7,86.4,0.495,22.1,29.2,0.755,14.4,30.3,44.7,26.0,9.1,4.2,19.2,26.0,109.1
1984-85,NBA,107.9,107.7,Yes,195,NJN,42.0,40.0,3.0,26.5,6-6,207.0,82.0,240.9,44.5,90.8,0.49,0.6,2.7,0.232,43.8,88.1,0.498,19.9,27.3,0.729,15.0,28.4,43.4,26.4,9.4,5.1,16.5,24.5,109.5
1983-84,NBA,106.1,105.0,Yes,196,NJN,45.0,37.0,4.0,25.5,6-6,206.0,82.0,241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,43.1,26.2,9.9,6.1,19.6,27.4,110.0
1982-83,NBA,101.6,98.9,Yes,197,NJN,49.0,33.0,3.0,25.2,6-6,204.0,82.0,240.3,42.8,87.1,0.492,0.4,1.8,0.201,42.4,85.3,0.498,19.8,28.1,0.705,15.4,29.6,45.0,26.1,11.1,7.2,22.8,26.4,105.8
1981-82,NBA,103.0,102.3,Yes,198,NJN,44.0,38.0,3.0,25.1,6-5,202.0,82.0,241.2,42.7,88.1,0.484,0.4,1.8,0.205,42.3,86.4,0.49,20.9,28.7,0.728,14.6,28.3,42.9,25.6,11.2,5.9,20.1,28.0,106.7
1980-81,NBA,101.0,106.7,No,199,NJN,24.0,58.0,5.0,25.2,6-6,205.0,82.0,241.5,42.4,89.2,0.475,0.4,1.7,0.246,42.0,87.5,0.48,21.7,28.9,0.751,13.3,29.0,42.3,25.2,9.1,5.6,20.3,26.9,106.9
1979-80,NBA,101.5,102.5,No,200,NJN,34.0,48.0,5.0,26.1,6-6,201.0,82.0,241.5,42.1,91.5,0.461,1.0,3.6,0.285,41.1,87.9,0.468,23.0,29.3,0.782,15.0,30.9,45.9,25.5,10.6,7.1,20.8,26.6,108.3
1975-76,ABA,104.4,101.7,Yes,204,NYA,55.0,29.0,2.0,25.4,6-5,203.0,84.0,242.7,44.7,97.0,0.46,1.3,4.4,0.298,43.3,92.6,0.468,21.1,27.8,0.761,17.8,32.7,50.5,21.6,10.9,6.2,18.2,26.3,111.8
1974-75,ABA,106.3,98.9,Yes,205,NYA,58.0,26.0,2.0,24.5,6-5,201.0,84.0,242.7,46.2,94.6,0.488,0.8,3.0,0.274,45.4,91.6,0.495,17.9,23.0,0.778,14.5,33.0,47.5,23.9,10.9,6.1,16.7,23.2,111.0
1973-74,ABA,103.5,98.4,Yes,206,NYA,55.0,29.0,1.0,23.4,6-5,200.0,84.0,241.5,45.9,95.7,0.48,1.0,3.0,0.316,44.9,92.6,0.485,16.6,22.0,0.754,15.9,33.0,48.9,24.1,9.9,6.8,19.2,23.6,109.4
2024-25,NBA,107.3,116.6,No,213,CHO,19.0,63.0,4.0,25.1,6-6,208.0,82.0,240.9,38.3,89.1,0.43,13.0,38.3,0.339,25.3,50.8,0.499,15.5,19.8,0.783,12.2,33.0,45.2,24.3,7.4,4.5,15.5,18.7,105.1
2023-24,NBA,109.3,119.8,No,214,CHO,21.0,61.0,4.0,25.1,6-7,210.0,82.0,240.6,40.0,87.0,0.46,12.1,34.0,0.355,28.0,53.0,0.528,14.5,18.4,0.786,9.3,31.0,40.3,24.8,6.9,4.5,13.8,18.0,106.6
2022-23,NBA,109.2,115.3,No,215,CHO,27.0,55.0,5.0,25.3,6-6,212.0,82.0,241.8,41.3,90.4,0.457,10.7,32.5,0.33,30.5,57.9,0.528,17.6,23.6,0.749,11.0,33.5,44.5,25.1,7.7,5.2,14.2,20.3,111.0
2021-22,NBA,114.1,113.7,No,216,CHO,43.0,39.0,3.0,25.5,6-6,211.0,82.0,242.4,42.8,91.4,0.468,13.9,38.2,0.365,28.8,53.3,0.542,15.8,21.4,0.74,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3
2020-21,NBA,110.9,112.8,No,217,CHO,33.0,39.0,4.0,24.6,6-5,213.0,72.0,241.0,39.9,87.8,0.455,13.7,37.0,0.369,26.3,50.8,0.517,15.9,20.9,0.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18.0,109.5
2019-20,NBA,106.3,113.3,No,218,CHO,23.0,42.0,3.0,24.3,6-5,217.0,65.0,242.3,37.3,85.9,0.434,12.1,34.3,0.352,25.2,51.6,0.489,16.2,21.6,0.748,11.0,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9
2018-19,NBA,111.4,112.5,No,219,CHO,39.0,43.0,2.0,26.6,6-5,215.0,82.0,241.8,40.2,89.8,0.448,11.9,33.9,0.351,28.3,55.8,0.507,18.4,23.1,0.797,9.9,33.9,43.8,23.2,7.2,4.9,12.2,18.9,110.7
2017-18,NBA,109.4,109.1,No,220,CHO,36.0,46.0,3.0,26.6,6-7,218.0,82.0,241.2,39.0,86.7,0.45,10.0,27.2,0.369,28.9,59.4,0.487,20.2,27.0,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2
2016-17,NBA,108.8,108.6,No,221,CHO,36.0,46.0,4.0,26.5,6-7,215.0,82.0,241.8,37.7,85.4,0.442,10.0,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,104.9
2015-16,NBA,107.2,104.3,Yes,222,CHO,48.0,34.0,3.0,26.0,6-7,216.0,82.0,242.1,37.0,84.4,0.439,10.6,29.4,0.362,26.4,55.0,0.479,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.5,18.1,103.4
2014-15,NBA,100.1,103.5,No,223,CHO,33.0,49.0,4.0,26.0,6-6,220.0,82.0,242.7,35.5,84.5,0.42,6.1,19.1,0.318,29.5,65.4,0.45,17.0,22.8,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2
2013-14,NBA,103.6,103.8,Yes,224,CHA,43.0,39.0,3.0,25.5,6-6,221.0,82.0,242.7,36.3,82.1,0.442,6.3,17.9,0.351,30.0,64.1,0.468,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9
2012-13,NBA,101.5,111.5,No,225,CHA,21.0,61.0,4.0,24.4,6-6,219.0,82.0,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.448,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4
2011-12,NBA,95.2,110.4,No,226,CHA,7.0,59.0,5.0,24.5,6-6,218.0,66.0,240.8,33.2,80.2,0.414,4.0,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0
2010-11,NBA,103.4,107.8,No,227,CHA,34.0,48.0,4.0,26.9,6-6,216.0,82.0,241.5,35.0,77.6,0.451,4.8,14.7,0.327,30.2,63.0,0.48,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3
2009-10,NBA,104.4,102.8,Yes,228,CHA,44.0,38.0,4.0,27.4,6-6,212.0,82.0,242.4,34.9,76.9,0.453,5.6,16.2,0.346,29.2,60.7,0.482,20.0,26.6,0.751,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3
2008-09,NBA,104.7,106.1,No,229,CHA,35.0,47.0,4.0,25.8,6-6,217.0,82.0,243.0,35.0,76.8,0.455,6.0,16.3,0.366,29.0,60.5,0.479,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6
2007-08,NBA,104.6,109.4,No,230,CHA,32.0,50.0,4.0,26.3,6-6,216.0,82.0,242.4,36.1,79.9,0.452,6.5,17.6,0.367,29.6,62.3,0.476,18.4,25.8,0.714,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1
2006-07,NBA,103.6,107.6,No,231,CHA,33.0,49.0,4.0,25.5,6-6,217.0,82.0,244.0,36.1,81.0,0.446,5.6,15.6,0.357,30.5,65.4,0.467,19.1,26.0,0.734,11.2,28.6,39.8,22.4,7.8,4.5,14.9,24.2,96.9
2005-06,NBA,102.5,106.7,No,232,CHA,26.0,56.0,4.0,25.2,6-6,219.0,82.0,242.7,36.1,83.5,0.433,5.2,15.4,0.339,30.9,68.1,0.454,19.4,26.7,0.729,12.1,27.7,39.8,20.9,10.0,4.3,14.2,23.9,96.9
2004-05,NBA,101.1,107.5,No,233,CHA,18.0,64.0,4.0,24.9,6-7,221.0,82.0,242.4,36.1,83.6,0.432,3.9,10.7,0.363,32.2,72.9,0.442,18.1,25.6,0.709,13.2,28.5,41.7,21.9,8.5,5.4,14.5,23.1,94.3
2001-02,NBA,104.3,103.3,Yes,234,CHH,44.0,38.0,2.0,28.3,6-6,221.0,82.0,240.9,35.3,80.2,0.44,4.2,12.1,0.348,31.1,68.1,0.456,19.1,25.7,0.745,12.9,30.5,43.5,21.5,8.0,5.6,14.0,21.3,93.9
2000-01,NBA,101.8,99.5,Yes,235,CHH,46.0,36.0,3.0,28.2,6-6,217.0,82.0,242.4,34.1,79.3,0.431,4.1,12.0,0.346,30.0,67.3,0.446,19.5,26.2,0.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9
1999-00,NBA,104.3,101.4,Yes,236,CHH,49.0,33.0,2.0,28.7,6-6,216.0,82.0,241.2,35.8,79.7,0.449,4.1,12.2,0.339,31.7,67.5,0.469,22.7,30.0,0.758,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4
1998-99,NBA,102.3,102.4,No,237,CHH,26.0,24.0,5.0,29.0,6-6,210.0,50.0,243.0,33.4,74.4,0.449,5.4,14.7,0.365,28.1,59.7,0.47,20.7,27.7,0.747,9.6,29.9,39.5,22.2,8.9,4.9,15.9,22.0,92.9
1997-98,NBA,107.5,105.3,Yes,238,CHH,51.0,31.0,3.0,29.2,6-6,219.0,82.0,241.2,36.2,77.4,0.468,4.2,11.0,0.383,32.0,66.3,0.482,20.0,26.7,0.751,12.0,28.5,40.6,23.7,8.4,3.8,15.2,21.4,96.6
1996-97,NBA,110.9,108.9,Yes,239,CHH,54.0,28.0,4.0,29.1,6-5,213.0,82.0,241.5,36.4,77.3,0.471,7.2,16.9,0.428,29.2,60.5,0.483,18.8,24.2,0.777,11.1,28.0,39.1,24.6,7.3,4.3,14.7,20.8,98.9
1995-96,NBA,111.2,111.8,No,240,CHH,41.0,41.0,6.0,27.8,6-6,215.0,82.0,242.4,37.9,80.7,0.47,7.1,18.5,0.384,30.8,62.2,0.495,19.9,25.8,0.77,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8
1994-95,NBA,109.6,106.1,Yes,241,CHH,50.0,32.0,2.0,28.0,6-4,206.0,82.0,241.5,37.2,78.5,0.474,6.8,17.2,0.397,30.4,61.3,0.495,19.4,24.9,0.777,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6
1993-94,NBA,108.4,108.6,No,242,CHH,41.0,41.0,5.0,27.6,6-4,202.0,82.0,241.8,41.2,86.6,0.476,4.1,11.2,0.367,37.1,75.4,0.493,19.9,26.0,0.764,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5
1992-93,NBA,109.5,109.7,Yes,243,CHH,44.0,38.0,3.0,25.7,6-4,203.0,82.0,240.9,42.8,87.9,0.487,2.1,6.5,0.326,40.7,81.4,0.5,22.3,29.0,0.771,13.4,30.6,43.9,26.4,7.8,5.8,16.2,21.8,110.1
1991-92,NBA,107.1,110.9,No,244,CHH,31.0,51.0,7.0,25.2,6-4,204.0,82.0,241.5,44.1,92.3,0.477,1.4,4.5,0.317,42.6,87.8,0.486,20.0,26.4,0.755,14.2,28.9,43.1,27.9,10.0,3.8,15.5,22.2,109.5
1990-91,NBA,105.0,110.4,No,245,CHH,26.0,56.0,7.0,25.5,6-5,206.0,82.0,241.5,40.1,85.8,0.467,1.6,5.1,0.314,38.5,80.7,0.477,21.0,27.0,0.779,12.5,26.8,39.4,24.6,9.3,3.7,15.7,23.7,102.8
1989-90,NBA,102.0,109.9,No,246,CHH,19.0,63.0,7.0,25.6,6-4,204.0,82.0,240.9,39.9,87.6,0.455,2.5,7.5,0.336,37.4,80.1,0.466,18.1,24.0,0.756,11.7,27.0,38.7,25.4,9.5,3.2,15.0,23.0,100.4
1988-89,NBA,103.7,112.1,No,247,CHH,20.0,62.0,6.0,27.2,6-5,203.0,82.0,241.2,41.8,90.6,0.461,1.6,5.2,0.312,40.1,85.4,0.47,19.3,25.1,0.767,13.9,26.8,40.7,28.3,8.6,3.2,16.1,25.2,104.5
2024-25,NBA,114.1,115.6,No,248,CHI,39.0,43.0,5.0,25.2,6-7,211.0,82.0,240.9,43.2,92.0,0.47,15.4,42.0,0.367,27.8,50.0,0.556,16.0,19.7,0.809,10.1,35.8,45.9,29.1,7.6,4.7,14.7,17.6,117.8
2023-24,NBA,114.9,116.3,No,249,CHI,39.0,43.0,4.0,28.1,6-6,216.0,82.0,243.7,42.0,89.5,0.47,11.5,32.1,0.358,30.6,57.4,0.532,16.7,21.1,0.791,11.2,32.6,43.8,25.0,7.8,4.8,12.2,18.8,112.3
2022-23,NBA,113.5,112.2,No,250,CHI,40.0,42.0,3.0,27.5,6-6,214.0,82.0,242.7,42.5,86.8,0.49,10.4,28.9,0.361,32.1,57.9,0.555,17.6,21.8,0.809,8.5,33.9,42.4,24.5,7.9,4.5,13.4,18.9,113.1
2021-22,NBA,113.2,113.6,Yes,251,CHI,46.0,36.0,2.0,26.3,6-6,213.0,82.0,240.6,41.7,86.9,0.48,10.6,28.8,0.369,31.1,58.1,0.535,17.5,21.5,0.813,8.7,33.7,42.3,23.9,7.1,4.1,12.8,18.8,111.6
2020-21,NBA,111.1,112.0,No,252,CHI,31.0,41.0,3.0,25.6,6-6,218.0,72.0,241.4,42.2,88.6,0.476,12.6,34.0,0.37,29.6,54.6,0.542,13.8,17.5,0.791,9.6,35.3,45.0,26.8,6.7,4.2,15.1,18.9,110.7
2019-20,NBA,106.7,109.8,No,253,CHI,22.0,43.0,3.0,24.4,6-7,219.0,65.0,241.2,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,41.9,23.2,10.0,4.1,15.5,21.8,106.8
2018-19,NBA,104.8,113.2,No,254,CHI,22.0,60.0,4.0,24.0,6-6,219.0,82.0,242.7,39.8,87.9,0.453,9.1,25.9,0.351,30.7,62.0,0.496,16.2,20.7,0.783,8.8,34.1,42.9,21.9,7.4,4.3,14.1,20.3,104.9
2017-18,NBA,103.8,110.9,No,255,CHI,27.0,55.0,5.0,24.4,6-7,216.0,82.0,242.1,38.7,88.8,0.435,11.0,31.1,0.355,27.6,57.8,0.478,14.6,19.2,0.759,9.6,35.0,44.7,23.5,7.6,3.5,14.0,19.2,102.9
2016-17,NBA,107.4,107.0,Yes,256,CHI,41.0,41.0,4.0,26.9,6-7,221.0,82.0,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31.0,64.8,0.479,18.0,22.5,0.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9
2015-16,NBA,105.0,106.5,No,257,CHI,42.0,40.0,4.0,27.6,6-7,215.0,82.0,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6
2014-15,NBA,107.5,104.3,Yes,258,CHI,50.0,32.0,2.0,28.8,6-7,210.0,82.0,242.4,36.6,82.9,0.442,7.9,22.3,0.353,28.7,60.6,0.474,19.7,25.2,0.783,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8
2013-14,NBA,102.5,100.5,Yes,259,CHI,48.0,34.0,2.0,28.6,6-7,217.0,82.0,243.0,34.7,80.2,0.432,6.2,17.8,0.348,28.5,62.4,0.456,18.1,23.3,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7
2012-13,NBA,103.5,103.2,Yes,260,CHI,45.0,37.0,2.0,28.0,6-6,215.0,82.0,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2
2011-12,NBA,107.4,98.3,Yes,261,CHI,50.0,16.0,1.0,27.1,6-7,218.0,66.0,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31.0,65.8,0.471,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,96.3
2010-11,NBA,108.3,100.3,Yes,262,CHI,62.0,20.0,1.0,26.4,6-7,220.0,82.0,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6
2009-10,NBA,103.5,105.3,Yes,263,CHI,41.0,41.0,3.0,26.2,6-6,213.0,82.0,242.7,37.6,83.2,0.451,4.3,13.0,0.33,33.3,70.2,0.474,18.0,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5
2008-09,NBA,108.4,108.7,Yes,264,CHI,41.0,41.0,2.0,24.9,6-6,212.0,82.0,243.0,38.1,83.5,0.457,6.0,15.8,0.381,32.1,67.7,0.474,19.9,25.0,0.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2
2007-08,NBA,103.9,107.2,No,265,CHI,33.0,49.0,4.0,25.7,6-6,214.0,82.0,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.756,12.8,30.2,43.0,22.1,7.7,5.2,14.6,21.8,97.3
